Review,Brand
"give you  64 compile mileage.This bike has a superb engine of 155cc, whose max power is 14.59bhp",Suzuki
"good pick up and very sexy sporty looks as well, Suzuki is the my one favorite bike making",Suzuki
hahahahahah awsome gorgeous nice beautifull look like dashing fablous byc,Suzuki
"he SF with Fi is powered by the same 155 cc engine that does duty in the Gixxer motorcycle. Since Suzuki hasn't stated just how much the power and torque has increased, thanks to fuel-injection, we reckon it is marginal. This move comes in at the right time for Suzuki as the Indian government has decided to impose stricter emission norms for two wheelers which requires newly launched bikes to comply to BSIV norms by April 2016. This works quite well in Suzuki's favour as the new Fi system should bring down the CO2 emissions by quite a margin.",Suzuki
"he new fairing is in line with the elegant seat and the upswept tail piece, not giving a feeling that the fairing was an afterthought. Then of course, the large oval-shaped dual exhaust with aluminium muffler cover adds to the bling. The Y shape, three-spoke alloys from the Gixxer make it the best looking alloys in this segment. Not to upset fans and enthusiasts with skinny tyres, the Gixxer SF’s wheels are shod with a 140 section tyre at the back, which gives it a good street presence.",Suzuki
"he thing about fully-faired motorcycles is that they are easily noticeable due to the large panels that cover the engine and extend till the headlamp. Some motorcycles look really good, while some not so much with the additional unnecessary mass. Thankfully, the latter is not the case with the Gixxer SF, which is beautifully styled and looks good with the fairing that sports funky decals.",Suzuki
"headlamp brightness, no rear disc break, less aggressive seating posture.",Suzuki
iTs body design too good either thank others under it's budget but scratches are plenty in front doom. And tyres become fast tearing.need servicing for every 2 months.,Suzuki
iTs sporty look and classic design appeals good result . For every sport person and students it is useful.,Suzuki
if you dont beleive me then buy home a new gixxer sf then try it.,Suzuki
if you provede a racing look then you must suld provide a racing sound this is the only appeal to the suzuki,Suzuki
"is a Japanese multinational corporation headquartered in Minami-ku, Hamamatsu, Japan",Suzuki
it as arodynamic ergonomic with good suspension setup which offers more comfort while riding,Suzuki
"it become a dream bike for all of those category and now a days film actors as well they are using this type of bike, it is kind of a luxury bike for those who are really looking to buy the model of bikes which are awesome to ride whithout looking the price.",Suzuki
it can reach up to 10 kmph than old version and top speed in my way is about 144 kmph,Suzuki
"it has a monoshock suspension at the rear wich gives decent comfort.the rear mrf tyres are little slippry at some times .the plastic qulity is poor for the switchs. the full digital display make u feel rich with gear indicator, time, 2trip meaters , and also a welcome speech by the beast ""go ready "" . all this for just 92, 000?",Suzuki
it has a tiny fuel tank of 12 literes. but its sporty alloy wheels looks so sporty and lovely and I love its styling.,Suzuki
it has only front disk and it has 155 cc engine its engine is very noicy and wibrates a lot when u ride it at a high speed and controling of this bike at a high spees is such a pain and it dont make u comrotable at the riding on the high traficing roads anf u feels bit nervous at a speed above 100 kmph so thats not good deal.,Suzuki
"it is comfortable bike only for boys, usually girls feels little uncomfortable. it have good suspensions so it gives good comfortable riding experience even in rural areas.",Suzuki
it is very reliable. Handling and control is fine on freeways and highways. Looks- thats' the best thing about owning this bike.,Suzuki
it was great for its price. but was a low power 110cc Engine which did not really impress me. hence it was Cleared from the list.,Suzuki
its build with sporty look and engine is aewsome to provide good mileage. I love it,Suzuki
"its comes in five different variants red, balck, white, grey and blue.",Suzuki
its handling is not so good and it is little higer of front so it not feels confident handeling and some switches are,Suzuki
its has a very powerful engine. the sound of this bike is quite good . bike is looking very shinny & stylish.,Suzuki
its look likes sports bike.and overall very good bike in this range.,Suzuki
"its looks really awesome, I gets around 48KM per liter on city roads, the pick up is really great, Riding position is really comfortable, The pillion seat is a bit small but its manageable, Every place I take this bike every body around ask me two question",Suzuki
its mean it is a very good bike I appeal to my all friends for buy this bike its awesome,Suzuki
"its mileage is too good, i am saying this because customers told us that it gives amlost 50 km/l",Suzuki
its overall look is so good and fells stylish and primium and up market with its looks. its tin body with suzuki logo is looks classic and wili be very attaractive looking bike and its stylish alloy wheels are makeing its more lovely bike.,Suzuki
